2024-11-17 00:03:45 [scrapy.utils.log] INFO: Scrapy 2.11.2 started (bot: DataSource)
2024-11-17 00:03:45 [scrapy.utils.log] INFO: Versions: lxml 5.3.0.0, libxml2 2.12.9, cssselect 1.2.0, parsel 1.9.1, w3lib 2.2.1, Twisted 24.10.0, Python 3.9.6 (default, Oct  4 2024, 08:01:31) - [Clang 16.0.0 (clang-1600.0.26.4)], pyOpenSSL 24.2.1 (OpenSSL 3.3.2 3 Sep 2024), cryptography 43.0.3, Platform macOS-15.1-arm64-arm-64bit
2024-11-17 00:03:45 [scrapy.addons] INFO: Enabled addons:
[]
2024-11-17 00:03:45 [scrapy.extensions.telnet] INFO: Telnet Password: a87bda54399e8513
2024-11-17 00:03:45 [scrapy.middleware] INFO: Enabled extensions:
['scrapy.extensions.corestats.CoreStats',
 'scrapy.extensions.telnet.TelnetConsole',
 'scrapy.extensions.memusage.MemoryUsage',
 'scrapy.extensions.logstats.LogStats']
2024-11-17 00:03:45 [scrapy.crawler] INFO: Overridden settings:
{'BOT_NAME': 'DataSource',
 'CONCURRENT_REQUESTS': 32,
 'DOWNLOAD_DELAY': 0.5,
 'FEED_EXPORT_ENCODING': 'utf-8',
 'LOG_FILE': 'logs/2024-11-17 00:03:45.log',
 'LOG_LEVEL': 20,
 'NEWSPIDER_MODULE': 'DataSource.spiders',
 'REQUEST_FINGERPRINTER_IMPLEMENTATION': '2.7',
 'SPIDER_MODULES': ['DataSource.spiders'],
 'TWISTED_REACTOR': 'twisted.internet.asyncioreactor.AsyncioSelectorReactor'}
2024-11-17 00:03:45 [scrapy.middleware] INFO: Enabled downloader middlewares:
['scrapy.downloadermiddlewares.offsite.OffsiteMiddleware',
 'scrapy.downloadermiddlewares.httpauth.HttpAuthMiddleware',
 'scrapy.downloadermiddlewares.downloadtimeout.DownloadTimeoutMiddleware',
 'scrapy.downloadermiddlewares.defaultheaders.DefaultHeadersMiddleware',
 'scrapy.downloadermiddlewares.useragent.UserAgentMiddleware',
 'scrapy.downloadermiddlewares.retry.RetryMiddleware',
 'scrapy.downloadermiddlewares.redirect.MetaRefreshMiddleware',
 'scrapy.downloadermiddlewares.httpcompression.HttpCompressionMiddleware',
 'scrapy.downloadermiddlewares.redirect.RedirectMiddleware',
 'scrapy.downloadermiddlewares.cookies.CookiesMiddleware',
 'scrapy.downloadermiddlewares.httpproxy.HttpProxyMiddleware',
 'scrapy.downloadermiddlewares.stats.DownloaderStats']
2024-11-17 00:03:45 [scrapy.middleware] INFO: Enabled spider middlewares:
['scrapy.spidermiddlewares.httperror.HttpErrorMiddleware',
 'scrapy.spidermiddlewares.referer.RefererMiddleware',
 'scrapy.spidermiddlewares.urllength.UrlLengthMiddleware',
 'scrapy.spidermiddlewares.depth.DepthMiddleware']
2024-11-17 00:03:45 [scrapy.middleware] INFO: Enabled item pipelines:
['DataSource.pipelines.DatasourcePipeline']
2024-11-17 00:03:45 [scrapy.core.engine] INFO: Spider opened
2024-11-17 00:03:45 [scrapy.extensions.logstats] INFO: Crawled 0 pages (at 0 pages/min), scraped 0 items (at 0 items/min)
2024-11-17 00:03:45 [scrapy.extensions.telnet] INFO: Telnet console listening on 127.0.0.1:6023
2024-11-17 00:04:45 [scrapy.extensions.logstats] INFO: Crawled 99 pages (at 99 pages/min), scraped 30 items (at 30 items/min)
2024-11-17 00:05:45 [scrapy.extensions.logstats] INFO: Crawled 201 pages (at 102 pages/min), scraped 130 items (at 100 items/min)
2024-11-17 00:05:58 [scrapy.spidermiddlewares.httperror] INFO: Ignoring response <402 https://api.flightradar24.com/common/v1/flight-playback.json?flightId=37ffa141&timestamp=&token=&pk=>: HTTP status code is not handled or not allowed
2024-11-17 00:06:01 [scrapy.spidermiddlewares.httperror] INFO: Ignoring response <402 https://api.flightradar24.com/common/v1/flight-playback.json?flightId=37ff876e&timestamp=&token=&pk=>: HTTP status code is not handled or not allowed
2024-11-17 00:06:04 [scrapy.spidermiddlewares.httperror] INFO: Ignoring response <402 https://api.flightradar24.com/common/v1/flight-playback.json?flightId=37ffae9f&timestamp=&token=&pk=>: HTTP status code is not handled or not allowed
2024-11-17 00:06:08 [scrapy.spidermiddlewares.httperror] INFO: Ignoring response <402 https://api.flightradar24.com/common/v1/flight-playback.json?flightId=37ffc48c&timestamp=&token=&pk=>: HTTP status code is not handled or not allowed
2024-11-17 00:06:13 [scrapy.spidermiddlewares.httperror] INFO: Ignoring response <402 https://api.flightradar24.com/common/v1/flight-playback.json?flightId=37ffb0ff&timestamp=&token=&pk=>: HTTP status code is not handled or not allowed
2024-11-17 00:06:15 [scrapy.spidermiddlewares.httperror] INFO: Ignoring response <402 https://api.flightradar24.com/common/v1/flight-playback.json?flightId=37ffde94&timestamp=&token=&pk=>: HTTP status code is not handled or not allowed
2024-11-17 00:06:18 [scrapy.spidermiddlewares.httperror] INFO: Ignoring response <402 https://api.flightradar24.com/common/v1/flight-playback.json?flightId=38000666&timestamp=&token=&pk=>: HTTP status code is not handled or not allowed
2024-11-17 00:06:22 [scrapy.spidermiddlewares.httperror] INFO: Ignoring response <402 https://api.flightradar24.com/common/v1/flight-playback.json?flightId=37ffffd0&timestamp=&token=&pk=>: HTTP status code is not handled or not allowed
2024-11-17 00:06:24 [scrapy.spidermiddlewares.httperror] INFO: Ignoring response <402 https://api.flightradar24.com/common/v1/flight-playback.json?flightId=37ffe3ae&timestamp=&token=&pk=>: HTTP status code is not handled or not allowed
2024-11-17 00:06:27 [scrapy.spidermiddlewares.httperror] INFO: Ignoring response <402 https://api.flightradar24.com/common/v1/flight-playback.json?flightId=38003770&timestamp=&token=&pk=>: HTTP status code is not handled or not allowed
2024-11-17 00:06:29 [scrapy.spidermiddlewares.httperror] INFO: Ignoring response <402 https://api.flightradar24.com/common/v1/flight-playback.json?flightId=380002f9&timestamp=&token=&pk=>: HTTP status code is not handled or not allowed
2024-11-17 00:06:31 [scrapy.spidermiddlewares.httperror] INFO: Ignoring response <402 https://api.flightradar24.com/common/v1/flight-playback.json?flightId=38004611&timestamp=&token=&pk=>: HTTP status code is not handled or not allowed
2024-11-17 00:06:33 [scrapy.spidermiddlewares.httperror] INFO: Ignoring response <402 https://api.flightradar24.com/common/v1/flight-playback.json?flightId=38005fa7&timestamp=&token=&pk=>: HTTP status code is not handled or not allowed
2024-11-17 00:06:34 [scrapy.spidermiddlewares.httperror] INFO: Ignoring response <402 https://api.flightradar24.com/common/v1/flight-playback.json?flightId=380027d1&timestamp=&token=&pk=>: HTTP status code is not handled or not allowed
2024-11-17 00:06:36 [scrapy.spidermiddlewares.httperror] INFO: Ignoring response <402 https://api.flightradar24.com/common/v1/flight-playback.json?flightId=38006d87&timestamp=&token=&pk=>: HTTP status code is not handled or not allowed
2024-11-17 00:06:38 [scrapy.spidermiddlewares.httperror] INFO: Ignoring response <402 https://api.flightradar24.com/common/v1/flight-playback.json?flightId=38007b2a&timestamp=&token=&pk=>: HTTP status code is not handled or not allowed
2024-11-17 00:06:41 [scrapy.spidermiddlewares.httperror] INFO: Ignoring response <402 https://api.flightradar24.com/common/v1/flight-playback.json?flightId=38008ee1&timestamp=&token=&pk=>: HTTP status code is not handled or not allowed
2024-11-17 00:06:43 [scrapy.spidermiddlewares.httperror] INFO: Ignoring response <402 https://api.flightradar24.com/common/v1/flight-playback.json?flightId=3800ad0f&timestamp=&token=&pk=>: HTTP status code is not handled or not allowed
2024-11-17 00:06:45 [scrapy.extensions.logstats] INFO: Crawled 299 pages (at 98 pages/min), scraped 206 items (at 76 items/min)
2024-11-17 00:06:47 [scrapy.spidermiddlewares.httperror] INFO: Ignoring response <402 https://api.flightradar24.com/common/v1/flight-playback.json?flightId=37fd9aae&timestamp=&token=&pk=>: HTTP status code is not handled or not allowed
2024-11-17 00:06:49 [scrapy.spidermiddlewares.httperror] INFO: Ignoring response <402 https://api.flightradar24.com/common/v1/flight-playback.json?flightId=37fd051c&timestamp=&token=&pk=>: HTTP status code is not handled or not allowed
2024-11-17 00:06:51 [scrapy.spidermiddlewares.httperror] INFO: Ignoring response <402 https://api.flightradar24.com/common/v1/flight-playback.json?flightId=37fcce5e&timestamp=&token=&pk=>: HTTP status code is not handled or not allowed
2024-11-17 00:06:54 [scrapy.spidermiddlewares.httperror] INFO: Ignoring response <402 https://api.flightradar24.com/common/v1/flight-playback.json?flightId=37fd8cd1&timestamp=&token=&pk=>: HTTP status code is not handled or not allowed
2024-11-17 00:06:57 [scrapy.spidermiddlewares.httperror] INFO: Ignoring response <402 https://api.flightradar24.com/common/v1/flight-playback.json?flightId=37fd1878&timestamp=&token=&pk=>: HTTP status code is not handled or not allowed
2024-11-17 00:06:58 [scrapy.spidermiddlewares.httperror] INFO: Ignoring response <402 https://api.flightradar24.com/common/v1/flight-playback.json?flightId=37fd7847&timestamp=&token=&pk=>: HTTP status code is not handled or not allowed
2024-11-17 00:07:00 [scrapy.spidermiddlewares.httperror] INFO: Ignoring response <402 https://api.flightradar24.com/common/v1/flight-playback.json?flightId=37fd221b&timestamp=&token=&pk=>: HTTP status code is not handled or not allowed
2024-11-17 00:07:03 [scrapy.spidermiddlewares.httperror] INFO: Ignoring response <402 https://api.flightradar24.com/common/v1/flight-playback.json?flightId=37fd1fbf&timestamp=&token=&pk=>: HTTP status code is not handled or not allowed
2024-11-17 00:07:05 [scrapy.spidermiddlewares.httperror] INFO: Ignoring response <402 https://api.flightradar24.com/common/v1/flight-playback.json?flightId=37fe293f&timestamp=&token=&pk=>: HTTP status code is not handled or not allowed
2024-11-17 00:07:07 [scrapy.spidermiddlewares.httperror] INFO: Ignoring response <402 https://api.flightradar24.com/common/v1/flight-playback.json?flightId=37ff4787&timestamp=&token=&pk=>: HTTP status code is not handled or not allowed
2024-11-17 00:07:09 [scrapy.spidermiddlewares.httperror] INFO: Ignoring response <402 https://api.flightradar24.com/common/v1/flight-playback.json?flightId=37ff1fe0&timestamp=&token=&pk=>: HTTP status code is not handled or not allowed
2024-11-17 00:07:10 [scrapy.spidermiddlewares.httperror] INFO: Ignoring response <402 https://api.flightradar24.com/common/v1/flight-playback.json?flightId=37fef33f&timestamp=&token=&pk=>: HTTP status code is not handled or not allowed
2024-11-17 00:07:16 [scrapy.spidermiddlewares.httperror] INFO: Ignoring response <402 https://api.flightradar24.com/common/v1/flight-playback.json?flightId=37ff8db6&timestamp=&token=&pk=>: HTTP status code is not handled or not allowed
2024-11-17 00:07:20 [scrapy.spidermiddlewares.httperror] INFO: Ignoring response <402 https://api.flightradar24.com/common/v1/flight-playback.json?flightId=37ff8894&timestamp=&token=&pk=>: HTTP status code is not handled or not allowed
2024-11-17 00:07:23 [scrapy.spidermiddlewares.httperror] INFO: Ignoring response <402 https://api.flightradar24.com/common/v1/flight-playback.json?flightId=37ffaa35&timestamp=&token=&pk=>: HTTP status code is not handled or not allowed
2024-11-17 00:07:27 [scrapy.spidermiddlewares.httperror] INFO: Ignoring response <402 https://api.flightradar24.com/common/v1/flight-playback.json?flightId=37ffc06e&timestamp=&token=&pk=>: HTTP status code is not handled or not allowed
2024-11-17 00:07:29 [scrapy.spidermiddlewares.httperror] INFO: Ignoring response <402 https://api.flightradar24.com/common/v1/flight-playback.json?flightId=37ffd286&timestamp=&token=&pk=>: HTTP status code is not handled or not allowed
2024-11-17 00:07:32 [scrapy.spidermiddlewares.httperror] INFO: Ignoring response <402 https://api.flightradar24.com/common/v1/flight-playback.json?flightId=37ffedf0&timestamp=&token=&pk=>: HTTP status code is not handled or not allowed
2024-11-17 00:07:34 [scrapy.spidermiddlewares.httperror] INFO: Ignoring response <402 https://api.flightradar24.com/common/v1/flight-playback.json?flightId=37ffd569&timestamp=&token=&pk=>: HTTP status code is not handled or not allowed
2024-11-17 00:07:38 [scrapy.spidermiddlewares.httperror] INFO: Ignoring response <402 https://api.flightradar24.com/common/v1/flight-playback.json?flightId=37fff4af&timestamp=&token=&pk=>: HTTP status code is not handled or not allowed
2024-11-17 00:07:42 [scrapy.spidermiddlewares.httperror] INFO: Ignoring response <402 https://api.flightradar24.com/common/v1/flight-playback.json?flightId=37fff83a&timestamp=&token=&pk=>: HTTP status code is not handled or not allowed
2024-11-17 00:07:45 [scrapy.extensions.logstats] INFO: Crawled 396 pages (at 97 pages/min), scraped 281 items (at 75 items/min)
2024-11-17 00:07:48 [scrapy.spidermiddlewares.httperror] INFO: Ignoring response <402 https://api.flightradar24.com/common/v1/flight-playback.json?flightId=37ffe45c&timestamp=&token=&pk=>: HTTP status code is not handled or not allowed
2024-11-17 00:07:50 [scrapy.spidermiddlewares.httperror] INFO: Ignoring response <402 https://api.flightradar24.com/common/v1/flight-playback.json?flightId=38004508&timestamp=&token=&pk=>: HTTP status code is not handled or not allowed
2024-11-17 00:07:53 [scrapy.spidermiddlewares.httperror] INFO: Ignoring response <402 https://api.flightradar24.com/common/v1/flight-playback.json?flightId=3800116c&timestamp=&token=&pk=>: HTTP status code is not handled or not allowed
2024-11-17 00:07:56 [scrapy.spidermiddlewares.httperror] INFO: Ignoring response <402 https://api.flightradar24.com/common/v1/flight-playback.json?flightId=38003ff0&timestamp=&token=&pk=>: HTTP status code is not handled or not allowed
2024-11-17 00:07:57 [scrapy.spidermiddlewares.httperror] INFO: Ignoring response <402 https://api.flightradar24.com/common/v1/flight-playback.json?flightId=3800418e&timestamp=&token=&pk=>: HTTP status code is not handled or not allowed
2024-11-17 00:08:00 [scrapy.spidermiddlewares.httperror] INFO: Ignoring response <402 https://api.flightradar24.com/common/v1/flight-playback.json?flightId=38005d2b&timestamp=&token=&pk=>: HTTP status code is not handled or not allowed
2024-11-17 00:08:03 [scrapy.spidermiddlewares.httperror] INFO: Ignoring response <402 https://api.flightradar24.com/common/v1/flight-playback.json?flightId=38008092&timestamp=&token=&pk=>: HTTP status code is not handled or not allowed
2024-11-17 00:08:05 [scrapy.spidermiddlewares.httperror] INFO: Ignoring response <402 https://api.flightradar24.com/common/v1/flight-playback.json?flightId=38002155&timestamp=&token=&pk=>: HTTP status code is not handled or not allowed
2024-11-17 00:08:08 [scrapy.spidermiddlewares.httperror] INFO: Ignoring response <402 https://api.flightradar24.com/common/v1/flight-playback.json?flightId=37ff495f&timestamp=&token=&pk=>: HTTP status code is not handled or not allowed
2024-11-17 00:08:12 [scrapy.spidermiddlewares.httperror] INFO: Ignoring response <402 https://api.flightradar24.com/common/v1/flight-playback.json?flightId=37ff5520&timestamp=&token=&pk=>: HTTP status code is not handled or not allowed
2024-11-17 00:08:15 [scrapy.spidermiddlewares.httperror] INFO: Ignoring response <402 https://api.flightradar24.com/common/v1/flight-playback.json?flightId=37ff55b8&timestamp=&token=&pk=>: HTTP status code is not handled or not allowed
2024-11-17 00:08:19 [scrapy.spidermiddlewares.httperror] INFO: Ignoring response <402 https://api.flightradar24.com/common/v1/flight-playback.json?flightId=37ff91af&timestamp=&token=&pk=>: HTTP status code is not handled or not allowed
2024-11-17 00:08:23 [scrapy.spidermiddlewares.httperror] INFO: Ignoring response <402 https://api.flightradar24.com/common/v1/flight-playback.json?flightId=37ffbec4&timestamp=&token=&pk=>: HTTP status code is not handled or not allowed
2024-11-17 00:08:27 [scrapy.spidermiddlewares.httperror] INFO: Ignoring response <402 https://api.flightradar24.com/common/v1/flight-playback.json?flightId=37ff9329&timestamp=&token=&pk=>: HTTP status code is not handled or not allowed
2024-11-17 00:08:31 [scrapy.spidermiddlewares.httperror] INFO: Ignoring response <402 https://api.flightradar24.com/common/v1/flight-playback.json?flightId=37ffba85&timestamp=&token=&pk=>: HTTP status code is not handled or not allowed
2024-11-17 00:08:35 [scrapy.spidermiddlewares.httperror] INFO: Ignoring response <402 https://api.flightradar24.com/common/v1/flight-playback.json?flightId=37ffeaa3&timestamp=&token=&pk=>: HTTP status code is not handled or not allowed
2024-11-17 00:08:37 [scrapy.spidermiddlewares.httperror] INFO: Ignoring response <402 https://api.flightradar24.com/common/v1/flight-playback.json?flightId=37fffcf9&timestamp=&token=&pk=>: HTTP status code is not handled or not allowed
2024-11-17 00:08:41 [scrapy.spidermiddlewares.httperror] INFO: Ignoring response <402 https://api.flightradar24.com/common/v1/flight-playback.json?flightId=37ffec70&timestamp=&token=&pk=>: HTTP status code is not handled or not allowed
